subject,ants MI,custom MI,custom NMI
IXI403-Guys-0965,-0.7204876069998951,0.7456516369394253,0.4112494546177718
IXI552-Guys-1063,-0.6950970957787359,0.7193834551239577,0.41269143041275025
IXI503-Guys-1021,-0.7026185842578485,0.7444334458805453,0.4294293060762903
IXI258-HH-1769,-0.5651318860240402,0.6093176139283525,0.47457076785893754
IXI562-Guys-1131,-0.6564983476769243,0.7002464231941663,0.472126118485214
IXI576-Guys-1077,-0.6983444213808365,0.7140889009589659,0.46432100383314284
IXI379-Guys-0943,-0.6708421752930475,0.7107061460061934,0.4746662876819081
IXI401-Guys-0978,-0.7061301328418109,0.7400017679392681,0.4719480257627552
IXI585-Guys-1130,-0.6791556699789608,0.6963473152801334,0.4340725194599155
IXI559-HH-2394,-0.5893267436173187,0.6254566063093359,0.40395903708485226
IXI417-Guys-0939,-0.6623515125138272,0.7014103954622337,0.3701500177267067
IXI483-HH-2177,-0.6474065024054535,0.6977285114094336,0.469141143712671
IXI588-IOP-1158,-0.5909864154229467,0.6282030269422987,0.418125810379161
IXI413-Guys-0955,-0.6552631198517606,0.6898593439996659,0.4600753541282801
IXI230-IOP-0869,-0.6197846567926723,0.6427588800096613,0.4335021096176491
IXI524-HH-2412,-0.5981121945036776,0.638038496195203,0.4722420258247756
IXI534-Guys-1062,-0.7116040285777178,0.7561740738506648,0.42710347990108644
IXI536-Guys-1059,-0.7024181695683166,0.7328862418018982,0.42738946055615107
IXI318-Guys-0895,-0.7219798342915538,0.7761036144365878,0.4658564842662321
IXI375-Guys-0925,-0.6866695656245987,0.7130841318349521,0.4520556783175732
IXI296-HH-1970,-0.5633882242479413,0.6102776859915382,0.47274698618955363
IXI357-HH-2076,-0.5959870642175776,0.6339626689029432,0.45980278957065207
IXI502-Guys-1020,-0.6870335505647096,0.7281270059567713,0.4726219738956812
IXI255-HH-1882,-0.5962879974725399,0.6355314534531544,0.4394622455386769
IXI493-Guys-1007,-0.6793891274460958,0.6437523697566707,0.3943245390196395
IXI560-Guys-1070,-0.7254128063414345,0.7500082588679726,0.4020496511222073
IXI393-Guys-0941,-0.7270719342701778,0.7586275946487588,0.4629877112757978
IXI367-Guys-0917,-0.720744860554118,0.7618054999966288,0.4573718276614864
IXI569-Guys-1101,-0.6688909066002577,0.7200043188774568,0.43201120684878586
IXI463-IOP-1043,-0.6617927123048052,0.7130272539872347,0.4449434110247061
IXI516-HH-2297,-0.5992558634308939,0.6537161572027803,0.44315026252652506
IXI389-Guys-0930,-0.6942208799554964,0.7278751281382556,0.42652705580834455
IXI597-IOP-1161,-0.5634949427509883,0.6011356355434354,0.4587940388748928
IXI447-Guys-0979,-0.6638562459040905,0.6928454171617577,0.4726983598033676
IXI390-Guys-0931,-0.7002970944460151,0.7407852289998336,0.453738087029748
IXI289-Guys-0864,-0.7600669356450159,0.804168257858326,0.450807239024804
IXI625-Guys-1098,-0.7076828052880088,0.7363738323273812,0.40834847497430765
IXI484-HH-2179,-0.6305154446219063,0.6666206559037184,0.4111813880475471
IXI411-Guys-0959,-0.6858138473547165,0.7269125398400336,0.45898664437472547
IXI286-Guys-0859,-0.7133864369493821,0.7467225874618939,0.3895832078681106
IXI376-Guys-0938,-0.6556745407323108,0.6945205321772692,0.4715310857271786
IXI386-HH-2077,-0.5960027933321652,0.6364658706692778,0.46648909661659793
IXI325-Guys-0911,-0.6734231695299941,0.720411859144567,0.47500589188301434
IXI387-HH-2101,-0.5980440123969508,0.6378226043203448,0.4246245760591241
IXI316-HH-1862,-0.6023739576806509,0.6477186885596664,0.4329261655496868
IXI622-Guys-1102,-0.6303788999975299,0.6904078495731656,0.4533309380094558
IXI510-IOP-1143,-0.6109993790236871,0.6484077568468378,0.4143838304978969
IXI305-IOP-0871,-0.6179441100810753,0.6519669533955006,0.39284765294233204
IXI526-HH-2392,-0.5852271197348271,0.6241124714389756,0.4269611436236072
IXI433-IOP-0989,-0.6179539927952573,0.6485152643267087,0.43384286088821244
IXI495-Guys-1009,-0.7090369730616052,0.7489059935717193,0.4501815271281868
IXI632-HH-2652,-0.6195480461814304,0.6642128248897983,0.40830333560755666
IXI351-Guys-0914,-0.6955897810421735,0.7312741588634246,0.4394094704752413
IXI292-IOP-0877,-0.6179352329995822,0.6504973018535196,0.4066675124929936
IXI571-IOP-1154,-0.5734825630238948,0.6273053958214314,0.4498732811257654
IXI437-HH-2152,-0.6246558976102112,0.6664441461827701,0.43777505328562283
IXI449-Guys-1082,-0.7065632780697065,0.7421082513206643,0.440397424797313
IXI546-HH-2450,-0.5932379314245771,0.6353100462163059,0.4602108014826905
IXI491-Guys-1032,-0.7061854548440982,0.7412496795697976,0.46172313779760155
IXI517-IOP-1144,-0.5673412612635912,0.6177198464633338,0.43550415966074646
IXI542-IOP-1147,-0.5976350906243899,0.6192632191252292,0.4539181478253018
IXI577-HH-2661,-0.5883123020815687,0.6380470389775428,0.4546121585262242
IXI469-IOP-1136,-0.6161551326902296,0.6554163974693261,0.3904217795764085
IXI445-HH-2269,-0.6450620670581553,0.6810405730476043,0.42323643675470685
IXI239-HH-2296,-0.6287888038182328,0.6558900166858819,0.39164085029001433
IXI492-Guys-1022,-0.6788038352174065,0.6929472625424173,0.44893705117712457
IXI640-Guys-1106,-0.7348161688928618,0.7544953375996344,0.433571791663288
IXI618-Guys-1091,-0.7153983701357555,0.7533725812376795,0.4476643673864018
IXI455-Guys-0981,-0.6890923749637389,0.7185748147797208,0.439216603760786
IXI653-Guys-1122,-0.7569195380243213,0.7861288040051262,0.4420627843604942
IXI423-IOP-0974,-0.6458623207324142,0.6689385313173952,0.4179383470329689
IXI284-HH-2354,-0.607498956962299,0.6410358892220454,0.4618432778235392
IXI477-IOP-1141,-0.5692987699857989,0.6248523117126852,0.4584795321437887
IXI470-IOP-1030,-0.6638683769337,0.689873202832429,0.40392394845339885
IXI591-Guys-1084,-0.7005929477534745,0.7293679982232013,0.44391097462355944
IXI476-IOP-1140,-0.6384804645631612,0.664385602907831,0.4272505106221025
IXI280-HH-1860,-0.5475078442624309,0.5895058035376768,0.4950422833464159
IXI360-Guys-0912,-0.7383403723845822,0.7591620391642007,0.4860358916446306
IXI364-Guys-0920,-0.5902075746137012,0.6379410798695275,0.4625314743886292
IXI519-HH-2240,-0.6081493471678137,0.6549248231684155,0.463137983869621
IXI539-Guys-1067,-0.6331795337646375,0.6844769853179185,0.41598275744991675
IXI254-HH-1705,-0.5951342291955471,0.6341747066617196,0.4564384182561904
IXI482-HH-2178,-0.6263435067277099,0.6617545934714415,0.38794139792656523
IXI253-HH-1694,-0.6007340722734048,0.6553196732020092,0.4685534779977419
IXI265-Guys-0845,-0.6722003569597921,0.6983160959944255,0.4280849693932277
IXI368-Guys-0916,-0.7132650751669891,0.7415617436547852,0.4732945996506433
IXI395-IOP-0969,-0.6174782551737695,0.6749876367909171,0.4315671628030897
IXI600-HH-2660,-0.6018263246208897,0.6566303681960814,0.4459772162074797
IXI342-Guys-0909,-0.6797502436313366,0.7330375217434848,0.45549788795042545
IXI256-HH-1723,-0.6231348134045582,0.6527811067648348,0.39829008899043233
IXI240-Guys-0834,-0.662434997415609,0.6700598235257433,0.4412073037877772
IXI348-Guys-0910,-0.6364849983583194,0.6779970591482898,0.45285649533079014
IXI290-IOP-0874,-0.5902683990607491,0.6466679430174844,0.45886989762042946
IXI465-HH-2176,-0.6344668360124723,0.6699169491316348,0.39686349398393084
IXI332-IOP-1134,-0.5955584539142253,0.6302197106901102,0.40579002979547496
IXI626-Guys-1094,-0.6938352470301743,0.7351429357083274,0.40617500946927665
IXI605-HH-2598,-0.5918443095252777,0.6118555401988575,0.4118739641768389
IXI336-Guys-0904,-0.7298962918135407,0.7740716374928098,0.41376461579869594
IXI623-Guys-1076,-0.6851405989631302,0.7247430649524755,0.39846998378923204
IXI381-Guys-1024,-0.6750394569059998,0.7138372022245361,0.4788423969731392
IXI589-Guys-1080,-0.6723473837984317,0.7093836069495358,0.4327375970982264
IXI231-IOP-0866,-0.6321246935635173,0.6626330529182716,0.41647297021433227
IXI310-IOP-0890,-0.6157715985251474,0.6531919209398835,0.38221483677738693
IXI400-Guys-0977,-0.6856920864483982,0.7269234163108229,0.49023284837817227
IXI595-IOP-1159,-0.6305212084931388,0.658395451158718,0.44838807314543233
IXI488-Guys-1015,-0.7051258229950996,0.7226270968113675,0.46168349579457807
IXI317-Guys-0896,-0.7218427535508722,0.7563593869529037,0.43803780403111015
IXI276-HH-1840,-0.616012849162488,0.6552188626648716,0.4090230773394234
IXI646-HH-2653,-0.6174206182160553,0.6564039888897124,0.43759533616871027
IXI383-HH-2099,-0.5624913863400199,0.5969335102666053,0.44346812260704127
IXI578-Guys-1078,-0.6951673386208556,0.7240735109156025,0.38267279334052645
IXI512-Guys-1054,-0.7136797986862004,0.7531389290922355,0.4404137932883452
IXI631-HH-2651,-0.6167705974471361,0.6529885836308829,0.41365391694337095
IXI525-HH-2413,-0.6293241044075519,0.6689285168115617,0.40998591679668595
IXI535-Guys-1061,-0.7088997586638839,0.7361626003963933,0.4340704524179476
IXI382-IOP-1135,-0.6009150441974306,0.6286975852982088,0.4132092449890884
IXI452-HH-2213,-0.6469930580383635,0.6679539506901246,0.39289149140483015
IXI308-Guys-0884,-0.7151300850979424,0.7514948405354227,0.43795311256294134
IXI370-Guys-0921,-0.7399375254929537,0.7501716261951046,0.3975520559082257
IXI402-Guys-0961,-0.6666850915253559,0.7158375220246174,0.48373151259630254
IXI295-HH-1814,-0.5751773976306989,0.6093646420154379,0.4556788809862639
IXI441-HH-2154,-0.6145919864703667,0.6606504103466722,0.4626016396282617
IXI307-IOP-0872,-0.6123282193984068,0.6464534321360533,0.4269428582350824
IXI627-Guys-1103,-0.6980347184312415,0.7406905856228527,0.43211059894849924
IXI294-IOP-0868,-0.605448177358163,0.6386121336297084,0.39557171128397506
IXI549-Guys-1046,-0.7134334563504139,0.7442377999661125,0.4197135051805654
IXI312-Guys-0887,-0.6835135877168478,0.7301748635355456,0.47734237213040726
IXI247-Guys-0838,-0.6918918419857158,0.7443026615862194,0.42653479296803715
IXI579-Guys-1126,-0.7221060389186054,0.7553558307569443,0.41791511206929194
IXI478-IOP-1142,-0.5896954249851543,0.6215081557868487,0.4238768904504253
IXI555-Guys-1074,-0.6956315474596754,0.7361421810370055,0.4546676533648587
IXI460-Guys-0999,-0.7260971359459427,0.7620443914262633,0.4339055239447422
IXI643-HH-2787,-0.6422962583354715,0.6956494966474933,0.4332830545936152
IXI521-HH-2353,-0.617771084230171,0.6527195253962188,0.4168876733047894
IXI356-HH-2049,-0.6179980641185822,0.6559996535173935,0.4195628002179291
IXI518-HH-2239,-0.6114622868532215,0.6454654506082695,0.42555246552974885
IXI341-Guys-0906,-0.7393930837567768,0.7470981948611812,0.41956252191178
IXI429-Guys-0997,-0.6586464965494202,0.685564963539933,0.4754644546616148
IXI475-IOP-1139,-0.6283000446458079,0.6526841271646053,0.46276196179452833
IXI414-Guys-0957,-0.6301886732855142,0.6705418638064469,0.4716973844434538
IXI331-IOP-0892,-0.6059739204473965,0.6348576372590093,0.3700806612043033
IXI593-Guys-1109,-0.6790299736199094,0.7109983524416168,0.445824411131854
IXI303-IOP-0968,-0.6145419726890611,0.6306555264120624,0.4150571183391749
IXI314-IOP-0889,-0.6375670683269372,0.655487023848762,0.4360048962167422
IXI508-HH-2268,-0.5941378893187306,0.6305739444696439,0.4502433226413777
IXI419-Guys-1027,-0.6399665065851973,0.6865720560720749,0.4973976961216079
IXI359-Guys-0918,-0.6949573578470248,0.7360625274989556,0.44708364744906476
IXI515-HH-2377,-0.5994381659264302,0.6287702189724889,0.3885788648771392
IXI453-HH-2214,-0.6662921981124335,0.7060397533786915,0.4254582721635611
IXI427-IOP-1012,-0.6184305599652837,0.6677051929560456,0.37520724731217125
IXI547-IOP-1149,-0.5827003145458147,0.6224924499990769,0.44894962416495376
IXI250-Guys-0836,-0.6893939775358351,0.7171964327987022,0.42521467322902773
IXI464-IOP-1029,-0.6018122974635793,0.6304453758385757,0.4262977494338527
IXI324-Guys-0922,-0.725087294450763,0.7651699841728643,0.4490297215735859
IXI300-Guys-0880,-0.7232702122954684,0.7744663237311764,0.4558408204145881
IXI262-HH-1861,-0.6082292581074957,0.6536598749877545,0.47201592210320725
IXI328-HH-2295,-0.5763288590621235,0.6204319373952929,0.43903739222416394
IXI633-HH-2689,-0.6336342681791853,0.6788765972289204,0.4936490593433604
IXI384-HH-2100,-0.58509860997841,0.6174461008449401,0.4244801254317684
IXI435-IOP-1040,-0.6103999400484175,0.6466230168303748,0.40612150817378173
IXI424-IOP-0991,-0.6238818467852096,0.6589401012626839,0.43804553468928037
IXI372-IOP-0971,-0.6387292617096589,0.671601482756401,0.3860700127897993
IXI238-IOP-0883,-0.5940132732693162,0.6336573309383118,0.43645287982017056
IXI497-Guys-1002,-0.7156761012388553,0.7467412901763071,0.4029593566175532
IXI319-Guys-0901,-0.6945402286909642,0.7393714786338506,0.4533698144920386
IXI249-Guys-1072,-0.6249910373212251,0.668577912956493,0.42261696662671494
IXI448-HH-2393,-0.6262845122488,0.6618599619104395,0.4311273066617084
IXI446-HH-2325,-0.5964588418586672,0.6234649109070882,0.4176982373657143
IXI369-Guys-0924,-0.7177221955917038,0.7703396475437891,0.44969591449125645
IXI554-Guys-1068,-0.7271404709809337,0.7604552305012229,0.43687924022184954
IXI354-HH-2024,-0.6139046457880971,0.6439675300391086,0.38020979379682424
IXI340-IOP-0915,-0.6009562023455965,0.6384552471137752,0.37902564583220044
IXI462-IOP-1042,-0.5994958622755395,0.6308941582442338,0.4416307831726196
IXI278-HH-1771,-0.6264496445843769,0.6743445687058776,0.42733695212178413
IXI617-Guys-1090,-0.7268408946373767,0.7622803564560372,0.4347086288125087
IXI504-Guys-1025,-0.7522198368788946,0.7940640024215613,0.4015981502136353
IXI607-Guys-1097,-0.7286974343130991,0.7817160659651101,0.4583995342382266
IXI363-HH-2050,-0.5891546438962171,0.613181569630469,0.43398897526629016
IXI440-HH-2127,-0.6253240980397999,0.6662960345907383,0.442541946699678
IXI648-Guys-1107,-0.7162337364866573,0.7541941470169831,0.40510661696023387
IXI641-Guys-1105,-0.7551527250809468,0.7852655065294245,0.39994159674813334
IXI288-Guys-0879,-0.7309857058663939,0.7653687129169389,0.46069996478158576
IXI277-HH-1770,-0.5951677736396914,0.6281994754964919,0.3987750816786631
IXI438-HH-2155,-0.6033157307837227,0.6358838381202041,0.4262125582064214
IXI528-Guys-1073,-0.6957419141641283,0.7430975114705385,0.41920652225856064
IXI299-Guys-0893,-0.6720527516420528,0.7189243654530655,0.457259618828667
IXI553-IOP-1151,-0.6187830626353936,0.6545350816309652,0.4012067894285276
IXI426-IOP-1011,-0.6359325565698308,0.6612078068232621,0.4581151028007191
IXI371-IOP-0970,-0.5678348579211071,0.6283201737710535,0.4671889768091827
IXI380-Guys-0944,-0.6607480024430171,0.69384776134725,0.45788848213235944
IXI442-IOP-1041,-0.6519599453033715,0.6813171265346813,0.433812869382532
IXI248-HH-1972,-0.5758243012180808,0.617245211831845,0.44608352196307777
IXI599-HH-2659,-0.6376545956002977,0.68671797990002,0.4500925412816317
IXI416-Guys-1051,-0.6411745132858822,0.6729717941096092,0.4450379386776235
IXI415-Guys-0942,-0.7061357071033049,0.7281858851269734,0.48156908301197365
IXI568-HH-2607,-0.591899767356906,0.6316377839146643,0.41960098337942114
IXI410-Guys-0958,-0.6771861299978507,0.7074311403106108,0.42297654468469176
IXI494-Guys-1008,-0.6751416182198275,0.7228447046235065,0.44546637643398723
IXI634-HH-2690,-0.6276280120635027,0.6651894695768723,0.39332052030847003
IXI479-Guys-1034,-0.6838827867468146,0.7162919130635483,0.4681072952204128
IXI237-Guys-1049,-0.6443425742056603,0.6714855828634168,0.45275998131060663
IXI601-HH-2700,-0.6052894242296927,0.6553343352747816,0.44471957580070565
IXI279-Guys-1044,-0.6945665459524488,0.7143233897776828,0.4292863400473317
IXI344-Guys-0905,-0.6973031777690728,0.7260920739484202,0.4306803438028115
IXI527-HH-2376,-0.692602383252154,0.728866828597253,0.41937877796385487
IXI498-Guys-1050,-0.6527330256513626,0.6954910532788281,0.44962403513939314
IXI350-Guys-0908,-0.6946103462443475,0.729636596064478,0.442900331148562
IXI333-IOP-0926,-0.6316526274154859,0.6808680194218066,0.42334843664338306
IXI532-IOP-1145,-0.6334795819991575,0.6794776265426057,0.4186635748431559
IXI608-HH-2599,-0.6292163515309921,0.6725613762531673,0.41698746975929074
IXI603-HH-2701,-0.6112411943058167,0.6477904223933386,0.46385813634343426
IXI459-Guys-0992,-0.6574382493917446,0.690357638917376,0.4834133991886073
IXI365-Guys-0923,-0.7319722109224712,0.7532453256781317,0.46820792553958746
IXI242-HH-1722,-0.6288801448981143,0.660884557011518,0.41896269013756937
IXI499-Guys-1004,-0.7001409130410526,0.740410544678153,0.4552651300725214
IXI575-HH-2658,-0.624208625380169,0.6551327131529434,0.42012456897130246
IXI574-IOP-1156,-0.65620971031191,0.7084361329466047,0.44846249221485557
IXI373-IOP-0967,-0.5850172314889733,0.6009121690603538,0.45894942266116245
IXI458-Guys-0993,-0.7228823382408736,0.7659664977032783,0.4344728321476126
IXI451-HH-2212,-0.597762861785788,0.616313027299829,0.4256015273547665
IXI263-HH-1684,-0.6195581689398475,0.6551543389189463,0.426899345948506
IXI353-HH-1996,-0.578125830637964,0.609460373250688,0.4291108487023658
IXI335-HH-1906,-0.6770990291093466,0.7271349550606128,0.42334448894141635
IXI267-HH-1772,-0.582627536321844,0.6158363514044836,0.4254134822569557
IXI251-Guys-1055,-0.7302790700379073,0.7542693993178493,0.45962082341242155
IXI399-Guys-0966,-0.712006147749604,0.756990359722133,0.4841646877566905
IXI443-HH-2215,-0.6436021100647098,0.6617255707662304,0.36338309640886585
IXI334-HH-1907,-0.610156370491859,0.6334455646237962,0.41460018868403603
IXI636-HH-2733,-0.5999283630384425,0.6476995700970893,0.40236362355999333
IXI412-Guys-0949,-0.6601508639806154,0.7008597911480394,0.48561326743529976
IXI485-HH-2180,-0.6330411800746534,0.6725004556379504,0.41542558168189936
IXI291-IOP-0882,-0.61150118325565,0.6530256304728974,0.41145698656987073
IXI511-HH-2238,-0.5971834630397894,0.6351573146417668,0.4042538333478414
IXI467-Guys-0983,-0.6853394053768828,0.7236955111490211,0.4673498095892954
IXI454-Guys-1083,-0.7166663025922185,0.7716590269333472,0.450790936719358
IXI523-Guys-1056,-0.6685646449179101,0.7067206268299455,0.46304114790541007
IXI398-Guys-0952,-0.7146871255183033,0.74631405002126,0.43216451894219854
IXI621-Guys-1100,-0.6340279021215598,0.6771003849486266,0.42788756290931157
IXI563-IOP-1153,-0.5709498696860943,0.6072778400724932,0.4060758565133453
IXI287-Guys-0863,-0.6842014501860659,0.7129563632163292,0.4239758132910973
IXI347-IOP-0927,-0.622014285988051,0.6523670143214089,0.40373499761738935
IXI507-Guys-1036,-0.7404069555323786,0.7677689224911379,0.406239575861438
IXI489-Guys-1014,-0.67843785718736,0.7094508201021532,0.4943087361168117
IXI598-HH-2606,-0.6032160078728667,0.6395428566274286,0.40947060156497883
IXI326-Guys-0907,-0.7005984455418672,0.7212147965477675,0.41464911372844454
IXI407-Guys-0964,-0.7313061289025915,0.7741305123640667,0.4662665912697668
IXI425-IOP-0988,-0.5580426894049217,0.5929957854518046,0.4049040903666878
IXI275-HH-1803,-0.6205582418214542,0.6733577698873505,0.45979509869619545
IXI436-HH-2153,-0.6389222672798461,0.6776408011808259,0.4235289288967303
IXI329-HH-1908,-0.5958678620129041,0.6418401550132464,0.40829619467511136
IXI644-Guys-1121,-0.7592101143639356,0.8056874971025976,0.4398383447882241
IXI468-Guys-0985,-0.7235088299895138,0.7350282480358006,0.4310179272082795
IXI397-Guys-0953,-0.68198916968613,0.7157335705296379,0.44094624631745094
IXI548-IOP-1150,-0.5809523332510552,0.6066401054060004,0.4027963845572008
IXI609-HH-2600,-0.6001146733381219,0.6426652047699424,0.43452327061581175
IXI391-Guys-0934,-0.6954016961036329,0.7408777238158382,0.45741287962133714
IXI635-HH-2691,-0.6401566139458464,0.6967357792192503,0.44401195123773757
IXI550-Guys-1069,-0.681673551608302,0.7146636146505538,0.43375137302909555
IXI561-IOP-1152,-0.6217403826972442,0.6487999304097101,0.45619626927484747
IXI311-Guys-0885,-0.6577904088184917,0.6755172572902004,0.4347317196750424
IXI610-HH-2649,-0.6073430528814662,0.6241830131424058,0.3905357877713938
IXI614-HH-2735,-0.6377542040418731,0.6747824733827801,0.41361195142820306
IXI522-HH-2453,-0.614246169887463,0.6492189845069518,0.45154983460949444
IXI486-Guys-1005,-0.657467757819174,0.6871463915032203,0.4465810325602623
IXI358-Guys-0919,-0.7483320572779795,0.7927578869071521,0.47179418685559715
IXI268-Guys-0858,-0.7008163117018175,0.746393619755866,0.4701130733207645
IXI408-Guys-0962,-0.6565730661551231,0.6828097008244547,0.46847762756819206
IXI304-Guys-0862,-0.6469367548383674,0.6750327974933992,0.42777429831984043
IXI487-Guys-1037,-0.6917982385874824,0.7247979891913725,0.38601824830348197
IXI474-IOP-1138,-0.575789167053672,0.6186688107014975,0.46664118322443565
IXI461-Guys-0998,-0.7043275013232252,0.745526846626209,0.4853879584311976
